"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"781824614","","","","","2008-04-03 00:42:10 +0000","web","using Breakout Rooms in Elluminate...Students are discussing Digital Citizenship, I'm now eating chili. Don't you love online teaching?"
"781805465","781798098","71123","","","2008-04-02 23:57:37 +0000","web","@ijohnpederson gotta be Vince Mcmahon ""let's get ready to rumble"" followed by theme from Rocky."
"781804755","","","","","2008-04-02 23:56:03 +0000","web","About to start my last online class of the semester. teaching from my bed waiting for supper. ""Mrs. Shareski, where's my chili?""t-5 to class"
"781773301","781771249","9510792","","","2008-04-02 22:45:41 +0000","web","@mizminh see this http://twitter.com/shareski/statuses/781598134"
"781764559","","","","","2008-04-02 22:25:36 +0000","web","@injenuity what's this some kind of belated April Fools gag?"
"781744622","781742512","6894272","","","2008-04-02 21:43:34 +0000","web","@thekyleguy not likely comprehensive...that's intentional as well."
"781733823","","","","","2008-04-02 21:21:27 +0000","web","@dnorman ever get your mobileadmin plugin to work with 2.5?"
"781727858","781726840","6859152","","","2008-04-02 21:09:22 +0000","web","@markwagner you have to ?@djakes"
"781722194","781719507","14108967","","","2008-04-02 20:58:37 +0000","web","@kimtufts undergrad...1st year pre-service teachers."
"781700935","","","","","2008-04-02 20:17:56 +0000","web","The light goes on for one of my students http://tinyurl.com/3bz89e leave  a nice comment if you can"
"781685579","","","","","2008-04-02 19:48:40 +0000","web","golf courses opening this Sat. Trying to convince my buddy to play on Sunday. He says its his anniversary. Whatever. Come on Tom!"
"781663950","781662828","6212782","","","2008-04-02 19:08:12 +0000","web","@LParisi I'm no expert but I love that you ask for one and get bring them in ASAP. You rock."
"781663551","","","","","2008-04-02 19:07:27 +0000","web","working on 4 upcoming presentations. Sketching out ideas, collecting links, images. My process is so non-linear."
"781598134","781597316","7717062","","","2008-04-02 17:10:53 +0000","web","@techchick94 Fullan, Michael (2006). Breakthrough. Thousand Oaks, CA: Corwin Press."
"781581081","","","","","2008-04-02 16:42:22 +0000","web","Just read this quote: ""Moral purpose accompanied by a powerful pedagogy is unstoppable."""
"781553393","781538489","2591611","","","2008-04-02 15:56:53 +0000","web","@shoemap just ignore the message. click on mic and record. Had the same issue. Not sure why the message. It should work anyway."
"781534484","","","","","2008-04-02 15:26:42 +0000","web","@dnorman it was the imagery of the guy in the elevator. My own perverted mind.  I've said much worse as you know. I could never unfollow."
"781530848","781516697","9081902","","","2008-04-02 15:21:05 +0000","web","@Holtsman I did but it's obviously a mashup of a zillion other things, so hardly original."
"781529671","","","","","2008-04-02 15:19:20 +0000","web","@dnorman save that kind of talk for late nights. This is a family show."
"781529140","","","","","2008-04-02 15:18:30 +0000","web","spent the last 10 minutes reading @timlauer's delicious post on Sidd Finch. Forgot he posted it on April 1."
"781518469","781510432","1424681","","","2008-04-02 15:01:35 +0000","web","@budtheteacher BTW, how did your little absence from twitter work out for ya? I see more blogging, was that the goal?"
"781508980","781500404","1424681","","","2008-04-02 14:46:29 +0000","web","@budtheteacher Is this what you mean? http://tinyurl.com/23njgw"
"781289022","781288130","7612982","","","2008-04-02 05:40:21 +0000","web","@dlaufenberg maybe you'll get all three in Philly?"
"781287224","781285043","7570912","","","2008-04-02 05:34:56 +0000","web","@cburell you're older than me. I'm just a young fella."
"781284481","781280363","740343","","","2008-04-02 05:26:54 +0000","web","@cogdog's between your coding skills and @cburell words I feel I'm a boy among giants. I have no business blogging or making websites."
"781283683","781278557","7570912","","","2008-04-02 05:24:31 +0000","web","@cburell I would never ever get in a battle of works with you. You'd squash me like a bug. I've always admired your style."
"781276509","781273200","739293","","","2008-04-02 05:05:02 +0000","web","@courosa I liked it. Love the personal photos."
"781272177","781265947","7570912","","","2008-04-02 04:53:36 +0000","web","@cburell Ouch. but well spoken."
"781265337","","","","","2008-04-02 04:36:00 +0000","web","@dnorman like a leeetle gurrrl."
"781258381","","","","","2008-04-02 04:17:51 +0000","web","Back to Benjamin Moore today.  http://flickr.com/photos/shareski/2381294945/"
"781247797","781239739","740343","","","2008-04-02 03:52:33 +0000","web","@cogdog I'll definitely be referring to it but all the talk about ""bowels"" and ""ripping the guts out"" has me worried."
"781231733","781230877","1710871","","","2008-04-02 03:14:11 +0000","web","@bhwilkoff thanks Ben. I'm sniffing around your site right now. Will check with you."
"781224129","","","","","2008-04-02 02:56:40 +0000","web","@dnorman thanks. Forgot that old dog was doing that a while back."
"781223827","781220006","1710871","","","2008-04-02 02:56:00 +0000","web","@bhwilkoff yes. Someone wants a website for their organization but not a blog. I'd like to use WP if possible."
"781218512","","","","","2008-04-02 02:43:48 +0000","web","Any examples of Wordpress sites that look more like traditional websites? Perhaps with static front pages?"
"781211914","","","","","2008-04-02 02:30:12 +0000","web","Son's MacbookPro arrived today. We're going all Mac over here. Maybe I'll become one of those apple snobs. Sure, why not."
"781188314","781134907","7681062","","","2008-04-02 01:17:15 +0000","web","@fletcher3836 no. We're not there yet."
"781113670","781107280","14108967","","","2008-04-01 22:30:01 +0000","<a href=""http://funkatron.com/spaz"" rel=""nofollow"">Spaz</a>","@kimtufts Some of our teachers know how to use them effectively...One actually bought one herself 3 years ago. So that tells you something."
"781111149","781103488","14060901","","","2008-04-01 22:23:58 +0000","<a href=""http://funkatron.com/spaz"" rel=""nofollow"">Spaz</a>","@swvalley  nothing."
"781100301","","","","","2008-04-01 22:01:03 +0000","<a href=""http://funkatron.com/spaz"" rel=""nofollow"">Spaz</a>","http://smarttech.com/ just gave our division $35000 of free stuff. That's  decent."
"781097480","","","","","2008-04-01 21:55:23 +0000","<a href=""http://funkatron.com/spaz"" rel=""nofollow"">Spaz</a>","listening to this  http://tinyurl.com/2kr653"
"781088170","","","","","2008-04-01 21:35:51 +0000","<a href=""http://funkatron.com/spaz"" rel=""nofollow"">Spaz</a>","Stephen Downes....20 years ago http://tinyurl.com/yus7sy"
"781085869","","","","","2008-04-01 21:31:21 +0000","<a href=""http://funkatron.com/spaz"" rel=""nofollow"">Spaz</a>","@dnorman great comment on Stephen's Half an Hour blog. Right on."
"781082610","780978434","673153","","","2008-04-01 21:24:31 +0000","<a href=""http://funkatron.com/spaz"" rel=""nofollow"">Spaz</a>","@timlauer....why did you try spaz?  Is this the new diigo for twitter?  It looks cool anyway."
"781077834","","","","","2008-04-01 21:15:01 +0000","web","installing spaz and chatting with @willrich45 also listening to track 11 and apologizing for TMI.  Happy now."
"781070943","","","","","2008-04-01 21:01:59 +0000","web","When my pants vibrate, it's usually a DM on my phone from you know who."
"781067686","781059413","6581222","","","2008-04-01 20:55:50 +0000","web","@djakes I &lt;heart&gt; Diigospam"
"781043096","","","","","2008-04-01 20:10:43 +0000","web","Listening to Bruce Cockburn"
"781020795","780978434","673153","","","2008-04-01 19:29:59 +0000","web","@timlauer  I've never before put this in a tweet so here goes....LOL"
"780873960","780869390","6894272","","","2008-04-01 15:10:15 +0000","web","@thekyleguy left a comment on youtube. http://tinyurl.com/2mh8ug"
"780866786","","","","","2008-04-01 14:59:29 +0000","web","forgot my power cord at home. I have 2 hours on my battery. Guess I'll have an early lunch."
